"Src","Eqid","Version","Datetime","Lat","Lon","Magnitude","Depth","NST","Region"
"855","nc","72099321","0","Friday, November  1, 2013 00:37:55 UTC",36.5893,-121.1923,1.4,7.6,11,"Central California"
"856","ci","11385986","5","Friday, November  1, 2013 00:37:43 UTC",33.2627,-116,1.6,6.3,47,"Southern California"
"857","nc","72099316","0","Friday, November  1, 2013 00:36:21 UTC",38.7882,-122.7445,1,1.4,14,"Northern California"
"858","ak","10835866","1","Friday, November  1, 2013 00:34:34 UTC",60.4954,-141.46,1.7,5.1,10,"Southern Alaska"
"859","ci","11385978","4","Friday, November  1, 2013 00:24:48 UTC",33.161,-115.6532,1.3,1.4,27,"Southern California"
"860","ak","10835858","1","Friday, November  1, 2013 00:23:49 UTC",60.5026,-141.6157,1.5,13.4,9,"Southern Alaska"
"861","ak","10840051","2","Friday, November  1, 2013 00:23:25 UTC",51.7508,-179.6047,1.9,86.3,6,"Andreanof Islands, Aleutian Islands, Alaska"
"862","uw","60621092","2","Friday, November  1, 2013 00:11:27 UTC",46.4455,-122.4218,1.2,0,28,"Washington"
"863","ci","11385954","4","Friday, November  1, 2013 00:11:27 UTC",33.164,-115.6533,2.4,1.2,38,"Southern California"
"864","ci","11385946","5","Friday, November  1, 2013 00:08:33 UTC",33.163,-115.6523,1.2,0.9,43,"Southern California"
"865","ak","10840050","2","Friday, November  1, 2013 00:01:46 UTC",64.2098,-137.1865,2,43.2,5,"Southern Yukon Territory, Canada"
"866","uu","60043292","2","Friday, November  1, 2013 00:01:44 UTC",39.0057,-111.3463,1.2,6.5,7,"Utah"
"867","ci","11385938","4","Friday, November  1, 2013 00:00:48 UTC",33.1583,-115.6712,1.3,0.3,9,"Southern California"
"868","ak","10835847","1","Thursday, October 31, 2013 23:58:10 UTC",63.9293,-148.909,2,0,29,"Central Alaska"
"869","ci","11385914","2","Thursday, October 31, 2013 23:46:20 UTC",33.2502,-116.0868,1.2,4.8,14,"Southern California"
"870","ak","10838108","2","Thursday, October 31, 2013 23:36:35 UTC",60.6771,-152.0603,1.4,95.8,16,"Southern Alaska"
"871","ak","10838107","2","Thursday, October 31, 2013 23:26:54 UTC",51.3243,-178.9966,1.7,25.6,7,"Andreanof Islands, Aleutian Islands, Alaska"
"872","ak","10838106","2","Thursday, October 31, 2013 23:24:51 UTC",63.5525,-147.6156,1.1,2,12,"Central Alaska"
"873","ci","11385898","2","Thursday, October 31, 2013 23:18:26 UTC",36.0093,-117.8275,1,2.8,8,"Central California"
"874","nc","72099271","0","Thursday, October 31, 2013 22:57:35 UTC",37.523,-118.8237,1.4,8.1,14,"Central California"
"875","nc","72099261","0","Thursday, October 31, 2013 22:51:32 UTC",38.8293,-122.8682,1.2,2,20,"Northern California"
"876","nc","72099256","2","Thursday, October 31, 2013 22:46:07 UTC",37.6775,-119.4402,1.2,12.8,14,"Central California"
"877","nn","00428141","1","Thursday, October 31, 2013 22:31:26 UTC",36.9353,-117.8269,1.1,0,12,"Central California"
"878","pr","13304003","0","Thursday, October 31, 2013 22:24:31 UTC",18.9132,-64.8925,3,90,5,"Virgin Islands region"
"879","hv","60585571","1","Thursday, October 31, 2013 21:58:34 UTC",19.4092,-155.2588,2.1,5.8,19,"Island of Hawaii, Hawaii"
"880","ci","11385858","4","Thursday, October 31, 2013 21:57:54 UTC",33.4192,-116.6188,1.1,9.3,36,"Southern California"
"881","hv","60585551","1","Thursday, October 31, 2013 21:52:12 UTC",19.3973,-155.3348,1.9,21,10,"Island of Hawaii, Hawaii"
"882","ak","10835733","2","Thursday, October 31, 2013 21:39:44 UTC",63.2236,-151.694,1,15.2,5,"Central Alaska"
"883","uu","60043267","2","Thursday, October 31, 2013 21:35:57 UTC",36.9885,-112.8737,1.3,18.4,9,"Arizona"
"884","ci","11385850","5","Thursday, October 31, 2013 21:30:01 UTC",34.4948,-116.5192,2.8,9.5,82,"Southern California"
"885","ci","11385842","4","Thursday, October 31, 2013 21:29:45 UTC",33.844,-117.498,1.4,0,13,"Greater Los Angeles area, California"
"886","ak","10838102","2","Thursday, October 31, 2013 21:17:00 UTC",59.2257,-153.8182,2,124.8,19,"Southern Alaska"
"887","uw","60620917","1","Thursday, October 31, 2013 21:08:13 UTC",49.3313,-120.5877,2.2,0,11,"British Columbia, Canada"
"888","ak","10838101","2","Thursday, October 31, 2013 20:59:58 UTC",60.8957,-152.4905,1.6,120,18,"Southern Alaska"
"889","ci","11385818","4","Thursday, October 31, 2013 20:59:47 UTC",33.8503,-117.4973,1.4,0,35,"Greater Los Angeles area, California"
"890","ak","10835690","1","Thursday, October 31, 2013 20:37:33 UTC",64.7469,-148.9821,1,28.9,7,"Central Alaska"
